item_code,item_name,item_description,qty,qty_unit,manual_unit_price,unit_cost,cost_currency,tax_class,markup_override
6,THERMAL MANAGEMENT AND COOLING LOOPS,"Closed-loop cooling, heat exchangers, dry coolers, pumps, glycol handling, filters, and temperature control hardware.",1,LOT,,,,,
6.1,PRIMARY COOLING LOOP,"Closed-loop cooling pumps, expansion tank, strainers, and glycol fill package.",1,LOT,,,,,
6.1.1,PRIMARY COOLING LOOP ASSEMBLY,PRIMARY COOLING LOOP ASSEMBLY; 316L stainless steel wetted construction; ISO 22734 hydrogen generator equipment requirements; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: GBP.,2,EA,,19268.80,GBP,,22
6.1.2,PRIMARY COOLING LOOP MODULE,PRIMARY COOLING LOOP MODULE; duplex stainless steel process wetted construction; NFPA 2 hydrogen technologies design consideration; design ambient -20 to 45 degC. Supplier cost currency: EUR.,3,EA,,22378.70,EUR,,23
6.1.3,PRIMARY COOLING LOOP PANEL,PRIMARY COOLING LOOP PANEL; EPDM/PTFE compatible deionized water service; ASME B31.3 process piping fabrication basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: KRW.,4,EA,,33221917.81,KRW,,19
6.1.4,PRIMARY COOLING LOOP MANIFOLD,PRIMARY COOLING LOOP MANIFOLD; copper busbar with tin-plated contact surfaces; CE/UKCA technical file support package; continuous operation duty with remote monitoring. Supplier cost currency: HKD.,5,EA,,190117.19,HKD,,20
6.1.5,PRIMARY COOLING LOOP SENSOR SET,PRIMARY COOLING LOOP SENSOR SET; powder-coated carbon steel structural frame; UL 508A industrial control panel construction basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: JPY.,2,EA,,3644477.61,JPY,,21
6.1.6,PRIMARY COOLING LOOP INSTALL KIT,PRIMARY COOLING LOOP INSTALL KIT; FRP/HDPE chemical-resistant utility construction; ISO 9001 traceable manufacturing record package; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: CNY.,3,EA,,175007.14,CNY,,22
6.2,DRY COOLER PACKAGE,"Outdoor dry cooler banks, EC fans, coil protection, and mounting frame.",1,LOT,,,,,
6.2.1,DRY COOLER PACKAGE ASSEMBLY,DRY COOLER PACKAGE ASSEMBLY; duplex stainless steel process wetted construction; NFPA 2 hydrogen technologies design consideration; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: KRW.,3,EA,,33182191.78,KRW,,23
6.2.2,DRY COOLER PACKAGE MODULE,DRY COOLER PACKAGE MODULE; EPDM/PTFE compatible deionized water service; ASME B31.3 process piping fabrication basis; design ambient -20 to 45 degC. Supplier cost currency: HKD.,4,EA,,189890.62,HKD,,19
6.2.3,DRY COOLER PACKAGE PANEL,DRY COOLER PACKAGE PANEL; copper busbar with tin-plated contact surfaces; CE/UKCA technical file support package; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: JPY.,5,EA,,3640149.25,JPY,,20
6.2.4,DRY COOLER PACKAGE MANIFOLD,DRY COOLER PACKAGE MANIFOLD; powder-coated carbon steel structural frame; UL 508A industrial control panel construction basis; continuous operation duty with remote monitoring. Supplier cost currency: CNY.,2,EA,,174800,CNY,,21
6.2.5,DRY COOLER PACKAGE SENSOR SET,DRY COOLER PACKAGE SENSOR SET; FRP/HDPE chemical-resistant utility construction; ISO 9001 traceable manufacturing record package; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: USD.,3,EA,,24555,USD,,22
6.2.6,DRY COOLER PACKAGE INSTALL KIT,DRY COOLER PACKAGE INSTALL KIT; IP66/NEMA 4X outdoor electrical enclosure; IEC 60204-1 electrical machinery compliance; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: SGD.,4,EA,,33294.59,SGD,,23
6.3,HEAT EXCHANGER SKID,"Plate heat exchangers, bypass valves, balancing valves, and temperature control.",1,LOT,,,,,
6.3.1,HEAT EXCHANGER SKID ASSEMBLY,HEAT EXCHANGER SKID ASSEMBLY; EPDM/PTFE compatible deionized water service; ASME B31.3 process piping fabrication basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: JPY.,4,EA,,3635820.90,JPY,,19
6.3.2,HEAT EXCHANGER SKID MODULE,HEAT EXCHANGER SKID MODULE; copper busbar with tin-plated contact surfaces; CE/UKCA technical file support package; design ambient -20 to 45 degC. Supplier cost currency: CNY.,5,EA,,174592.86,CNY,,20
6.3.3,HEAT EXCHANGER SKID PANEL,HEAT EXCHANGER SKID PANEL; powder-coated carbon steel structural frame; UL 508A industrial control panel construction basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: USD.,2,EA,,24526,USD,,21
6.3.4,HEAT EXCHANGER SKID MANIFOLD,HEAT EXCHANGER SKID MANIFOLD; FRP/HDPE chemical-resistant utility construction; ISO 9001 traceable manufacturing record package; continuous operation duty with remote monitoring. Supplier cost currency: SGD.,3,EA,,33255.41,SGD,,22
6.3.5,HEAT EXCHANGER SKID SENSOR SET,HEAT EXCHANGER SKID SENSOR SET; IP66/NEMA 4X outdoor electrical enclosure; IEC 60204-1 electrical machinery compliance; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: AUD.,4,EA,,38581.25,AUD,,23
6.3.6,HEAT EXCHANGER SKID INSTALL KIT,HEAT EXCHANGER SKID INSTALL KIT; ATEX/IECEx suitable hydrogen-area component selection; IEC 61511 instrumented protection design basis; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: GBP.,5,EA,,19820,GBP,,19
6.4,GLYCOL MANAGEMENT,"Glycol tank, dosing pot, sampling valves, inhibitor monitoring, and fill cart.",1,LOT,,,,,
6.4.1,GLYCOL MANAGEMENT ASSEMBLY,GLYCOL MANAGEMENT ASSEMBLY; copper busbar with tin-plated contact surfaces; CE/UKCA technical file support package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: USD.,5,EA,,24497,USD,,20
6.4.2,GLYCOL MANAGEMENT MODULE,GLYCOL MANAGEMENT MODULE; powder-coated carbon steel structural frame; UL 508A industrial control panel construction basis; design ambient -20 to 45 degC. Supplier cost currency: SGD.,2,EA,,33216.22,SGD,,21
6.4.3,GLYCOL MANAGEMENT PANEL,GLYCOL MANAGEMENT PANEL; FRP/HDPE chemical-resistant utility construction; ISO 9001 traceable manufacturing record package; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: AUD.,3,EA,,38535.94,AUD,,22
6.4.4,GLYCOL MANAGEMENT MANIFOLD,GLYCOL MANAGEMENT MANIFOLD; IP66/NEMA 4X outdoor electrical enclosure; IEC 60204-1 electrical machinery compliance; continuous operation duty with remote monitoring. Supplier cost currency: GBP.,4,EA,,19796.80,GBP,,23
6.4.5,GLYCOL MANAGEMENT SENSOR SET,GLYCOL MANAGEMENT SENSOR SET; ATEX/IECEx suitable hydrogen-area component selection; IEC 61511 instrumented protection design basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: EUR.,5,EA,,22989.81,EUR,,19
6.4.6,GLYCOL MANAGEMENT INSTALL KIT,GLYCOL MANAGEMENT INSTALL KIT; 316L stainless steel wetted construction; ISO 22734 hydrogen generator equipment requirements; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: KRW.,2,EA,,34126027.40,KRW,,20
6.5,THERMAL CONTROL INSTRUMENTS,"Temperature sensors, flow switches, pressure indicators, and control valves.",1,LOT,,,,,
6.5.1,THERMAL CONTROL INSTRUMENTS ASSEMBLY,THERMAL CONTROL INSTRUMENTS ASSEMBLY; powder-coated carbon steel structural frame; UL 508A industrial control panel construction basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: AUD.,2,EA,,26771.88,AUD,,22
6.5.2,THERMAL CONTROL INSTRUMENTS MODULE,THERMAL CONTROL INSTRUMENTS MODULE; FRP/HDPE chemical-resistant utility construction; ISO 9001 traceable manufacturing record package; design ambient -20 to 45 degC. Supplier cost currency: GBP.,3,EA,,13773.60,GBP,,23
6.5.3,THERMAL CONTROL INSTRUMENTS PANEL,THERMAL CONTROL INSTRUMENTS PANEL; IP66/NEMA 4X outdoor electrical enclosure; IEC 60204-1 electrical machinery compliance; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: EUR.,4,EA,,16018.52,EUR,,24
6.5.4,THERMAL CONTROL INSTRUMENTS MANIFOLD,THERMAL CONTROL INSTRUMENTS MANIFOLD; ATEX/IECEx suitable hydrogen-area component selection; IEC 61511 instrumented protection design basis; continuous operation duty with remote monitoring. Supplier cost currency: KRW.,5,EA,,23812328.77,KRW,,20
6.5.5,THERMAL CONTROL INSTRUMENTS SENSOR SET,THERMAL CONTROL INSTRUMENTS SENSOR SET; 316L stainless steel wetted construction; ISO 22734 hydrogen generator equipment requirements; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: HKD.,2,EA,,136453.12,HKD,,21
6.5.6,THERMAL CONTROL INSTRUMENTS INSTALL KIT,THERMAL CONTROL INSTRUMENTS INSTALL KIT; duplex stainless steel process wetted construction; NFPA 2 hydrogen technologies design consideration; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: JPY.,3,EA,,2619253.73,JPY,,22
7,HYDROGEN DRYING AND PURIFICATION,"Gas-liquid separation, demisters, dryers, polishing filters, analyzers, and product quality control.",1,LOT,,,,,
7.1,GAS LIQUID SEPARATION,"Knockout vessels, coalescers, auto drains, level switches, and demister pads.",1,LOT,,,,,
7.1.1,GAS LIQUID SEPARATION ASSEMBLY,GAS LIQUID SEPARATION ASSEMBLY; duplex stainless steel process wetted construction; ISO 22734 hydrogen generator equipment requirements; design ambient -20 to 45 degC. Supplier cost currency: HKD.,4,EA,,85132.81,HKD,,26
7.1.2,GAS LIQUID SEPARATION MODULE,GAS LIQUID SEPARATION MODULE; EPDM/PTFE compatible deionized water service; NFPA 2 hydrogen technologies design consideration; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: JPY.,5,EA,,1638805.97,JPY,,22
7.1.3,GAS LIQUID SEPARATION PANEL,GAS LIQUID SEPARATION PANEL; copper busbar with tin-plated contact surfaces; ASME B31.3 process piping fabrication basis; continuous operation duty with remote monitoring. Supplier cost currency: CNY.,6,EA,,79021.43,CNY,,23
7.1.4,GAS LIQUID SEPARATION MANIFOLD,GAS LIQUID SEPARATION MANIFOLD; powder-coated carbon steel structural frame; CE/UKCA technical file support package; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: USD.,3,EA,,11146,USD,,24
7.1.5,GAS LIQUID SEPARATION SENSOR SET,GAS LIQUID SEPARATION SENSOR SET; FRP/HDPE chemical-resistant utility construction; UL 508A industrial control panel construction basis; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: SGD.,4,EA,,15174.32,SGD,,25
7.1.6,GAS LIQUID SEPARATION INSTALL KIT,GAS LIQUID SEPARATION INSTALL KIT; IP66/NEMA 4X outdoor electrical enclosure; ISO 9001 traceable manufacturing record package; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: AUD.,5,EA,,17675,AUD,,26
7.2,HYDROGEN DRYER SKID,"Twin tower dryer, desiccant beds, regeneration controls, and heater package.",1,LOT,,,,,
7.2.1,TWIN TOWER DRYER VESSEL SET,TWIN TOWER DRYER VESSEL SET; EPDM/PTFE compatible deionized water service; NFPA 2 hydrogen technologies design consideration; design ambient -20 to 45 degC. Supplier cost currency: CNY.,4,EA,,121671.43,CNY,,20
7.2.2,MOLECULAR SIEVE DESICCANT LOT,MOLECULAR SIEVE DESICCANT LOT; copper busbar with tin-plated contact surfaces; ASME B31.3 process piping fabrication basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: USD.,5,EA,,17117,USD,,21
7.2.3,REGENERATION HEATER PACKAGE,REGENERATION HEATER PACKAGE; powder-coated carbon steel structural frame; CE/UKCA technical file support package; continuous operation duty with remote monitoring. Supplier cost currency: SGD.,2,EA,,23243.24,SGD,,22
7.2.4,DRYER SWITCHING VALVE SET,DRYER SWITCHING VALVE SET; FRP/HDPE chemical-resistant utility construction; UL 508A industrial control panel construction basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: AUD.,3,EA,,27004.69,AUD,,23
7.2.5,DRYER CONTROL PANEL,DRYER CONTROL PANEL; IP66/NEMA 4X outdoor electrical enclosure; ISO 9001 traceable manufacturing record package; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: GBP.,4,EA,,13892.80,GBP,,24
7.2.6,DEW POINT SAMPLE TAKEOFF,DEW POINT SAMPLE TAKEOFF; ATEX/IECEx suitable hydrogen-area component selection; IEC 60204-1 electrical machinery compliance; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: EUR.,5,EA,,16156.48,EUR,,20
7.2.7,DRYER DESICCANT GUARD BED,DRYER DESICCANT GUARD BED; supplemental controlled item for hydrogen plant subassembly 7.2; factory traceability and commissioning readiness included. Supplier cost currency: KRW.,4,EA,,9764383.56,KRW,,21
7.2.8,DRYER REGENERATION SILENCER,DRYER REGENERATION SILENCER; supplemental controlled item for hydrogen plant subassembly 7.2; factory traceability and commissioning readiness included. Supplier cost currency: HKD.,1,EA,,56445.31,HKD,,22
7.2.9,DRYER SAMPLE COOLER,DRYER SAMPLE COOLER; supplemental controlled item for hydrogen plant subassembly 7.2; factory traceability and commissioning readiness included. Supplier cost currency: JPY.,2,EA,,1092835.82,JPY,,23
7.2.10,DRYER PURGE ROTAMETER,DRYER PURGE ROTAMETER; supplemental controlled item for hydrogen plant subassembly 7.2; factory traceability and commissioning readiness included. Supplier cost currency: CNY.,3,EA,,52992.86,CNY,,24
7.2.11,DRYER PRESSURE EQUALIZATION LINE,DRYER PRESSURE EQUALIZATION LINE; supplemental controlled item for hydrogen plant subassembly 7.2; factory traceability and commissioning readiness included. Supplier cost currency: USD.,4,EA,,7516,USD,,25
7.2.12,DRYER VALVE POSITION FEEDBACK,DRYER VALVE POSITION FEEDBACK; supplemental controlled item for hydrogen plant subassembly 7.2; factory traceability and commissioning readiness included. Supplier cost currency: SGD.,1,EA,,10287.84,SGD,,20
7.3,POLISHING FILTERS,"Particulate, coalescing, and final polishing filters with differential pressure monitoring.",1,LOT,,,,,
7.3.1,POLISHING FILTERS ASSEMBLY,POLISHING FILTERS ASSEMBLY; copper busbar with tin-plated contact surfaces; ASME B31.3 process piping fabrication basis; design ambient -20 to 45 degC. Supplier cost currency: SGD.,5,EA,,23204.05,SGD,,21
7.3.2,POLISHING FILTERS MODULE,POLISHING FILTERS MODULE; powder-coated carbon steel structural frame; CE/UKCA technical file support package; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: AUD.,2,EA,,26959.38,AUD,,22
7.3.3,POLISHING FILTERS PANEL,POLISHING FILTERS PANEL; FRP/HDPE chemical-resistant utility construction; UL 508A industrial control panel construction basis; continuous operation duty with remote monitoring. Supplier cost currency: GBP.,3,EA,,13869.60,GBP,,23
7.3.4,POLISHING FILTERS MANIFOLD,POLISHING FILTERS MANIFOLD; IP66/NEMA 4X outdoor electrical enclosure; ISO 9001 traceable manufacturing record package; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: EUR.,4,EA,,16129.63,EUR,,24
7.3.5,POLISHING FILTERS SENSOR SET,POLISHING FILTERS SENSOR SET; ATEX/IECEx suitable hydrogen-area component selection; IEC 60204-1 electrical machinery compliance; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: KRW.,5,EA,,23976712.33,KRW,,20
7.3.6,POLISHING FILTERS INSTALL KIT,POLISHING FILTERS INSTALL KIT; 316L stainless steel wetted construction; IEC 61511 instrumented protection design basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: HKD.,2,EA,,137390.62,HKD,,21
7.4,PRODUCT GAS ANALYZERS,"Dew point, oxygen in hydrogen, hydrogen purity, and sample conditioning panels.",1,LOT,,,,,
7.4.1,PRODUCT GAS ANALYZERS ASSEMBLY,PRODUCT GAS ANALYZERS ASSEMBLY; powder-coated carbon steel structural frame; CE/UKCA technical file support package; design ambient -20 to 45 degC. Supplier cost currency: GBP.,2,EA,,13846.40,GBP,,22
7.4.2,PRODUCT GAS ANALYZERS MODULE,PRODUCT GAS ANALYZERS MODULE; FRP/HDPE chemical-resistant utility construction; UL 508A industrial control panel construction basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: EUR.,3,EA,,16102.78,EUR,,23
7.4.3,PRODUCT GAS ANALYZERS PANEL,PRODUCT GAS ANALYZERS PANEL; IP66/NEMA 4X outdoor electrical enclosure; ISO 9001 traceable manufacturing record package; continuous operation duty with remote monitoring. Supplier cost currency: KRW.,4,EA,,23936986.30,KRW,,24
7.4.4,PRODUCT GAS ANALYZERS MANIFOLD,PRODUCT GAS ANALYZERS MANIFOLD; ATEX/IECEx suitable hydrogen-area component selection; IEC 60204-1 electrical machinery compliance; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: HKD.,5,EA,,137164.06,HKD,,20
7.4.5,PRODUCT GAS ANALYZERS SENSOR SET,PRODUCT GAS ANALYZERS SENSOR SET; 316L stainless steel wetted construction; IEC 61511 instrumented protection design basis; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: JPY.,2,EA,,2632835.82,JPY,,21
7.4.6,PRODUCT GAS ANALYZERS INSTALL KIT,PRODUCT GAS ANALYZERS INSTALL KIT; duplex stainless steel process wetted construction; ISO 22734 hydrogen generator equipment requirements; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: CNY.,3,EA,,126592.86,CNY,,22
7.5,QUALITY RELEASE MANIFOLD,"Product divert, sample, isolation, and release manifold with pressure control.",1,LOT,,,,,
7.5.1,QUALITY RELEASE MANIFOLD ASSEMBLY,QUALITY RELEASE MANIFOLD ASSEMBLY; FRP/HDPE chemical-resistant utility construction; UL 508A industrial control panel construction basis; design ambient -20 to 45 degC. Supplier cost currency: KRW.,3,EA,,46500000,KRW,,23
7.5.2,QUALITY RELEASE MANIFOLD MODULE,QUALITY RELEASE MANIFOLD MODULE; IP66/NEMA 4X outdoor electrical enclosure; ISO 9001 traceable manufacturing record package; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: HKD.,4,EA,,265843.75,HKD,,24
7.5.3,QUALITY RELEASE MANIFOLD PANEL,QUALITY RELEASE MANIFOLD PANEL; ATEX/IECEx suitable hydrogen-area component selection; IEC 60204-1 electrical machinery compliance; continuous operation duty with remote monitoring. Supplier cost currency: JPY.,5,EA,,5091194.03,JPY,,20
7.5.4,QUALITY RELEASE MANIFOLD MANIFOLD,QUALITY RELEASE MANIFOLD MANIFOLD; 316L stainless steel wetted construction; IEC 61511 instrumented protection design basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: CNY.,2,EA,,244242.86,CNY,,21
7.5.5,QUALITY RELEASE MANIFOLD SENSOR SET,QUALITY RELEASE MANIFOLD SENSOR SET; duplex stainless steel process wetted construction; ISO 22734 hydrogen generator equipment requirements; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: USD.,3,EA,,34277,USD,,22
7.5.6,QUALITY RELEASE MANIFOLD INSTALL KIT,QUALITY RELEASE MANIFOLD INSTALL KIT; EPDM/PTFE compatible deionized water service; NFPA 2 hydrogen technologies design consideration; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: SGD.,4,EA,,46432.43,SGD,,23
8,OXYGEN VENT AND OFFGAS HANDLING,"Oxygen knockout, vent headers, dilution fans, condensate traps, flame arrestors, and controlled discharge equipment.",1,LOT,,,,,
8.1,OXYGEN KNOCKOUT PACKAGE,"Oxygen-water knockout vessel, demister, drains, and level instrumentation.",1,LOT,,,,,
8.1.1,OXYGEN KNOCKOUT PACKAGE ASSEMBLY,OXYGEN KNOCKOUT PACKAGE ASSEMBLY; EPDM/PTFE compatible deionized water service; ISO 22734 hydrogen generator equipment requirements; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: USD.,4,EA,,14708,USD,,21
8.1.2,OXYGEN KNOCKOUT PACKAGE MODULE,OXYGEN KNOCKOUT PACKAGE MODULE; copper busbar with tin-plated contact surfaces; NFPA 2 hydrogen technologies design consideration; continuous operation duty with remote monitoring. Supplier cost currency: SGD.,5,EA,,19987.84,SGD,,22
8.1.3,OXYGEN KNOCKOUT PACKAGE PANEL,OXYGEN KNOCKOUT PACKAGE PANEL; powder-coated carbon steel structural frame; ASME B31.3 process piping fabrication basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: AUD.,2,EA,,23240.62,AUD,,23
8.1.4,OXYGEN KNOCKOUT PACKAGE MANIFOLD,OXYGEN KNOCKOUT PACKAGE MANIFOLD; FRP/HDPE chemical-resistant utility construction; CE/UKCA technical file support package; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: GBP.,3,EA,,11965.60,GBP,,24
8.1.5,OXYGEN KNOCKOUT PACKAGE SENSOR SET,OXYGEN KNOCKOUT PACKAGE SENSOR SET; IP66/NEMA 4X outdoor electrical enclosure; UL 508A industrial control panel construction basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: EUR.,4,EA,,13925.93,EUR,,25
8.1.6,OXYGEN KNOCKOUT PACKAGE INSTALL KIT,OXYGEN KNOCKOUT PACKAGE INSTALL KIT; ATEX/IECEx suitable hydrogen-area component selection; ISO 9001 traceable manufacturing record package; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: KRW.,5,EA,,20716438.36,KRW,,21
8.2,VENT HEADER AND DILUTION,"Vent header, dilution fans, purge air inlet, and discharge stack supports.",1,LOT,,,,,
8.2.1,VENT HEADER AND ASSEMBLY,VENT HEADER AND ASSEMBLY; copper busbar with tin-plated contact surfaces; NFPA 2 hydrogen technologies design consideration; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: AUD.,5,EA,,23195.31,AUD,,22
8.2.2,VENT HEADER AND MODULE,VENT HEADER AND MODULE; powder-coated carbon steel structural frame; ASME B31.3 process piping fabrication basis; continuous operation duty with remote monitoring. Supplier cost currency: GBP.,2,EA,,11942.40,GBP,,23
8.2.3,VENT HEADER AND PANEL,VENT HEADER AND PANEL; FRP/HDPE chemical-resistant utility construction; CE/UKCA technical file support package; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: EUR.,3,EA,,13899.07,EUR,,24
8.2.4,VENT HEADER AND MANIFOLD,VENT HEADER AND MANIFOLD; IP66/NEMA 4X outdoor electrical enclosure; UL 508A industrial control panel construction basis; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: KRW.,4,EA,,20676712.33,KRW,,25
8.2.5,VENT HEADER AND SENSOR SET,VENT HEADER AND SENSOR SET; ATEX/IECEx suitable hydrogen-area component selection; ISO 9001 traceable manufacturing record package; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: HKD.,5,EA,,118570.31,HKD,,21
8.2.6,VENT HEADER AND INSTALL KIT,VENT HEADER AND INSTALL KIT; 316L stainless steel wetted construction; IEC 60204-1 electrical machinery compliance; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: JPY.,2,EA,,2277611.94,JPY,,22
8.3,CONDENSATE COLLECTION,"Condensate pots, drains, traps, conductivity checks, and return routing.",1,LOT,,,,,
8.3.1,CONDENSATE COLLECTION ASSEMBLY,CONDENSATE COLLECTION ASSEMBLY; powder-coated carbon steel structural frame; ASME B31.3 process piping fabrication basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: EUR.,2,EA,,13872.22,EUR,,23
8.3.2,CONDENSATE COLLECTION MODULE,CONDENSATE COLLECTION MODULE; FRP/HDPE chemical-resistant utility construction; CE/UKCA technical file support package; continuous operation duty with remote monitoring. Supplier cost currency: KRW.,3,EA,,20636986.30,KRW,,24
8.3.3,CONDENSATE COLLECTION PANEL,CONDENSATE COLLECTION PANEL; IP66/NEMA 4X outdoor electrical enclosure; UL 508A industrial control panel construction basis; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: HKD.,4,EA,,118343.75,HKD,,25
8.3.4,CONDENSATE COLLECTION MANIFOLD,CONDENSATE COLLECTION MANIFOLD; ATEX/IECEx suitable hydrogen-area component selection; ISO 9001 traceable manufacturing record package; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: JPY.,5,EA,,2273283.58,JPY,,21
8.3.5,CONDENSATE COLLECTION SENSOR SET,CONDENSATE COLLECTION SENSOR SET; 316L stainless steel wetted construction; IEC 60204-1 electrical machinery compliance; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: CNY.,2,EA,,109385.71,CNY,,22
8.3.6,CONDENSATE COLLECTION INSTALL KIT,CONDENSATE COLLECTION INSTALL KIT; duplex stainless steel process wetted construction; IEC 61511 instrumented protection design basis; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: USD.,3,EA,,15397,USD,,23
8.4,FLAME ARRESTOR AND WEATHER HOOD,"Flame arrestors, rain hoods, bird screens, and discharge protection.",1,LOT,,,,,
8.4.1,FLAME ARRESTOR AND ASSEMBLY,FLAME ARRESTOR AND ASSEMBLY; FRP/HDPE chemical-resistant utility construction; CE/UKCA technical file support package; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: HKD.,3,EA,,100929.69,HKD,,23
8.4.2,FLAME ARRESTOR AND MODULE,FLAME ARRESTOR AND MODULE; IP66/NEMA 4X outdoor electrical enclosure; UL 508A industrial control panel construction basis; continuous operation duty with remote monitoring. Supplier cost currency: JPY.,4,EA,,1940597.01,JPY,,24
8.4.3,FLAME ARRESTOR AND PANEL,FLAME ARRESTOR AND PANEL; ATEX/IECEx suitable hydrogen-area component selection; ISO 9001 traceable manufacturing record package; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: CNY.,5,EA,,93464.29,CNY,,20
8.4.4,FLAME ARRESTOR AND MANIFOLD,FLAME ARRESTOR AND MANIFOLD; 316L stainless steel wetted construction; IEC 60204-1 electrical machinery compliance; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: USD.,2,EA,,13168,USD,,21
8.4.5,FLAME ARRESTOR AND SENSOR SET,FLAME ARRESTOR AND SENSOR SET; duplex stainless steel process wetted construction; IEC 61511 instrumented protection design basis; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: SGD.,3,EA,,17906.76,SGD,,22
8.4.6,FLAME ARRESTOR AND INSTALL KIT,FLAME ARRESTOR AND INSTALL KIT; EPDM/PTFE compatible deionized water service; ISO 22734 hydrogen generator equipment requirements; nominal hydrogen output 400 Nm3/h package basis. Supplier cost currency: AUD.,4,EA,,20834.38,AUD,,23
8.5,OFFGAS MONITORING,"Oxygen concentration, hydrogen cross-over monitoring, and vent flow indication.",1,LOT,,,,,
8.5.1,OFFGAS MONITORING ASSEMBLY,OFFGAS MONITORING ASSEMBLY; IP66/NEMA 4X outdoor electrical enclosure; UL 508A industrial control panel construction basis; outdoor containerized service with marine C4 coating allowance. Supplier cost currency: CNY.,4,EA,,108971.43,CNY,,25
8.5.2,OFFGAS MONITORING MODULE,OFFGAS MONITORING MODULE; ATEX/IECEx suitable hydrogen-area component selection; ISO 9001 traceable manufacturing record package; continuous operation duty with remote monitoring. Supplier cost currency: USD.,5,EA,,15339,USD,,21
8.5.3,OFFGAS MONITORING PANEL,OFFGAS MONITORING PANEL; 316L stainless steel wetted construction; IEC 60204-1 electrical machinery compliance; feed water conductivity less than 1 uS/cm at package inlet. Supplier cost currency: SGD.,2,EA,,20840.54,SGD,,22
8.5.4,OFFGAS MONITORING MANIFOLD,OFFGAS MONITORING MANIFOLD; duplex stainless steel process wetted construction; IEC 61511 instrumented protection design basis; hydrogen product pressure 30 barg downstream of dryer. Supplier cost currency: AUD.,3,EA,,24226.56,AUD,,23
8.5.5,OFFGAS MONITORING SENSOR SET,OFFGAS MONITORING SENSOR SET; EPDM/PTFE compatible deionized water service; ISO 22734 hydrogen generator equipment requirements; grid input 11 kV medium voltage with transformer step-down. Supplier cost currency: GBP.,4,EA,,12470.40,GBP,,24
