item_code,item_name,item_description,qty,qty_unit,manual_unit_price,unit_cost,cost_currency,tax_class,markup_override
8.1.2,STACK MODULE SUPPLY MODULE,STACK MODULE SUPPLY MODULE; powder-coated carbon steel frame; API-style inspection and test plan documentation; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: SGD.,107,M2,,975.82,SGD,,20
8.1.3,STACK MODULE SUPPLY ACCESSORY,STACK MODULE SUPPLY ACCESSORY; FRP chemical-resistant cabinet; ISO 22734 hydrogen generator design basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: KRW.,112,M3,,10947552.05,KRW,,22
8.1.4,STACK MODULE SUPPLY SERVICE,STACK MODULE SUPPLY SERVICE; copper busbar with tinned contact faces; ASME B31.3 process piping fabrication basis; ambient design range from -10 C to 45 C. Supplier cost currency: USD.,117,HR,,887.4,USD,,24
8.2,STACK BALANCE ACCESSORIES,"STACK BALANCE ACCESSORIES covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
8.2.1,STACK BALANCE ACCESSORIES ASSEMBLY,STACK BALANCE ACCESSORIES ASSEMBLY; powder-coated carbon steel frame; API-style inspection and test plan documentation; feed water conductivity target below 1 uS/cm. Supplier cost currency: USD.,109,M3,,808.7,USD,,9
8.2.2,STACK BALANCE ACCESSORIES MODULE,STACK BALANCE ACCESSORIES MODULE; FRP chemical-resistant cabinet; ISO 22734 hydrogen generator design basis; ambient design range from -10 C to 45 C. Supplier cost currency: EUR.,114,HR,,822.09,EUR,,22
8.2.3,STACK BALANCE ACCESSORIES ACCESSORY,STACK BALANCE ACCESSORIES ACCESSORY; copper busbar with tinned contact faces; ASME B31.3 process piping fabrication basis; factory acceptance testing included before shipment. Supplier cost currency: CNY.,119,DAY,,6549.4,CNY,,24
8.2.4,STACK BALANCE ACCESSORIES SERVICE,STACK BALANCE ACCESSORIES SERVICE; IP66 outdoor electrical enclosure; IEC 60204 machine electrical safety basis; site commissioning supervision included. Supplier cost currency: GBP.,124,KG,,857.15,GBP,,10
8.3,STACK TEST AND PRESERVATION,"STACK TEST AND PRESERVATION covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
8.3.1,STACK TEST AND PRESERVATION ASSEMBLY,STACK TEST AND PRESERVATION ASSEMBLY; FRP chemical-resistant cabinet; ISO 22734 hydrogen generator design basis; factory acceptance testing included before shipment. Supplier cost currency: GBP.,116,DAY,,787.25,GBP,,4
8.3.2,STACK TEST AND PRESERVATION MODULE,STACK TEST AND PRESERVATION MODULE; copper busbar with tinned contact faces; ASME B31.3 process piping fabrication basis; site commissioning supervision included. Supplier cost currency: JPY.,121,KG,,1590909.4,JPY,,24
8.3.3,STACK TEST AND PRESERVATION ACCESSORY,STACK TEST AND PRESERVATION ACCESSORY; IP66 outdoor electrical enclosure; IEC 60204 machine electrical safety basis; spare terminals reserved for future expansion. Supplier cost currency: AUD.,126,TON,,1706.5,AUD,,10
8.3.4,STACK TEST AND PRESERVATION SERVICE,STACK TEST AND PRESERVATION SERVICE; duplex stainless pipe spool; NFPA 2 hydrogen technologies layout guidance; maintenance access clearances included in layout. Supplier cost currency: HKD.,131,EA,,8746.5,HKD,,11
9,ELECTROLYZER SKID PACKAGE,ELECTROLYZER SKID PACKAGE; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
9.1,PROCESS SKID FRAME,"PROCESS SKID FRAME covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
9.1.1,PROCESS SKID FRAME ASSEMBLY,PROCESS SKID FRAME ASSEMBLY; powder-coated carbon steel frame; ISO 22734 hydrogen generator design basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: JPY.,113,KG,,1087054.7,JPY,,9
9.1.2,PROCESS SKID FRAME MODULE,PROCESS SKID FRAME MODULE; FRP chemical-resistant cabinet; ASME B31.3 process piping fabrication basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: AUD.,118,TON,,1189.75,AUD,,10
9.1.3,PROCESS SKID FRAME ACCESSORY,PROCESS SKID FRAME ACCESSORY; copper busbar with tinned contact faces; IEC 60204 machine electrical safety basis; ambient design range from -10 C to 45 C. Supplier cost currency: HKD.,123,EA,,6286,HKD,,11
9.1.4,PROCESS SKID FRAME SERVICE,PROCESS SKID FRAME SERVICE; IP66 outdoor electrical enclosure; NFPA 2 hydrogen technologies layout guidance; factory acceptance testing included before shipment. Supplier cost currency: SGD.,128,SET,,1256.35,SGD,,12
9.2,INTERCONNECTING SKID PIPING,"INTERCONNECTING SKID PIPING covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
9.2.1,INTERCONNECTING SKID PIPING ASSEMBLY,INTERCONNECTING SKID PIPING ASSEMBLY; FRP chemical-resistant cabinet; ASME B31.3 process piping fabrication basis; ambient design range from -10 C to 45 C. Supplier cost currency: SGD.,120,EA,,1161.81,SGD,,4
9.2.2,INTERCONNECTING SKID PIPING MODULE,INTERCONNECTING SKID PIPING MODULE; copper busbar with tinned contact faces; IEC 60204 machine electrical safety basis; factory acceptance testing included before shipment. Supplier cost currency: KRW.,125,SET,,12745569.4,KRW,,11
9.2.3,INTERCONNECTING SKID PIPING ACCESSORY,INTERCONNECTING SKID PIPING ACCESSORY; IP66 outdoor electrical enclosure; NFPA 2 hydrogen technologies layout guidance; site commissioning supervision included. Supplier cost currency: USD.,130,LOT,,1028.75,USD,,12
9.2.4,INTERCONNECTING SKID PIPING SERVICE,INTERCONNECTING SKID PIPING SERVICE; duplex stainless pipe spool; UL 508A industrial control panel construction basis; spare terminals reserved for future expansion. Supplier cost currency: EUR.,135,M,,1028.7,EUR,,14
9.3,SKID ASSEMBLY LABOR,"SKID ASSEMBLY LABOR covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
9.3.1,SKID ASSEMBLY LABOR ASSEMBLY,SKID ASSEMBLY LABOR ASSEMBLY; copper busbar with tinned contact faces; IEC 60204 machine electrical safety basis; site commissioning supervision included. Supplier cost currency: EUR.,127,LOT,,953.52,EUR,,5
9.3.2,SKID ASSEMBLY LABOR MODULE,SKID ASSEMBLY LABOR MODULE; IP66 outdoor electrical enclosure; NFPA 2 hydrogen technologies layout guidance; spare terminals reserved for future expansion. Supplier cost currency: CNY.,132,M,,7459.55,CNY,,12
9.3.3,SKID ASSEMBLY LABOR ACCESSORY,SKID ASSEMBLY LABOR ACCESSORY; duplex stainless pipe spool; UL 508A industrial control panel construction basis; maintenance access clearances included in layout. Supplier cost currency: GBP.,137,M2,,973.7,GBP,,14
9.3.4,SKID ASSEMBLY LABOR SERVICE,SKID ASSEMBLY LABOR SERVICE; HDPE utility distribution header; CE technical file support package; operator training material included in handover pack. Supplier cost currency: JPY.,142,M3,,1863121.45,JPY,,8
10,POWER CONVERSION SYSTEM,POWER CONVERSION SYSTEM; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
10.1,RECTIFIER CABINETS,"RECTIFIER CABINETS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
10.1.1,RECTIFIER CABINETS ASSEMBLY,RECTIFIER CABINETS ASSEMBLY; FRP chemical-resistant cabinet; IEC 60204 machine electrical safety basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: CNY.,124,M,,5185.65,CNY,,4
10.1.2,RECTIFIER CABINETS MODULE,RECTIFIER CABINETS MODULE; copper busbar with tinned contact faces; NFPA 2 hydrogen technologies layout guidance; ambient design range from -10 C to 45 C. Supplier cost currency: GBP.,129,M2,,690.2,GBP,,14
10.1.3,RECTIFIER CABINETS ACCESSORY,RECTIFIER CABINETS ACCESSORY; IP66 outdoor electrical enclosure; UL 508A industrial control panel construction basis; factory acceptance testing included before shipment. Supplier cost currency: JPY.,134,M3,,1359266.75,JPY,,15
10.1.4,RECTIFIER CABINETS SERVICE,RECTIFIER CABINETS SERVICE; duplex stainless pipe spool; CE technical file support package; site commissioning supervision included. Supplier cost currency: AUD.,139,HR,,1502.2,AUD,,16
10.2,DC BUS DISTRIBUTION,"DC BUS DISTRIBUTION covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
10.2.1,DC BUS DISTRIBUTION ASSEMBLY,DC BUS DISTRIBUTION ASSEMBLY; copper busbar with tinned contact faces; NFPA 2 hydrogen technologies layout guidance; factory acceptance testing included before shipment. Supplier cost currency: AUD.,131,M3,,1399.3,AUD,,5
10.2.2,DC BUS DISTRIBUTION MODULE,DC BUS DISTRIBUTION MODULE; IP66 outdoor electrical enclosure; UL 508A industrial control panel construction basis; site commissioning supervision included. Supplier cost currency: HKD.,136,HR,,7270.55,HKD,,15
10.2.3,DC BUS DISTRIBUTION ACCESSORY,DC BUS DISTRIBUTION ACCESSORY; duplex stainless pipe spool; CE technical file support package; spare terminals reserved for future expansion. Supplier cost currency: SGD.,141,DAY,,1442.34,SGD,,16
10.2.4,DC BUS DISTRIBUTION SERVICE,DC BUS DISTRIBUTION SERVICE; HDPE utility distribution header; ISO 9001 traceable manufacturing record package; maintenance access clearances included in layout. Supplier cost currency: KRW.,146,KG,,15181621.45,KRW,,8
10.3,POWER QUALITY ACCESSORIES,"POWER QUALITY ACCESSORIES covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
10.3.1,POWER QUALITY ACCESSORIES ASSEMBLY,POWER QUALITY ACCESSORIES ASSEMBLY; IP66 outdoor electrical enclosure; UL 508A industrial control panel construction basis; spare terminals reserved for future expansion. Supplier cost currency: KRW.,138,DAY,,14543586.75,KRW,,6
10.3.2,POWER QUALITY ACCESSORIES MODULE,POWER QUALITY ACCESSORIES MODULE; duplex stainless pipe spool; CE technical file support package; maintenance access clearances included in layout. Supplier cost currency: USD.,143,KG,,1170.1,USD,,16
10.3.3,POWER QUALITY ACCESSORIES ACCESSORY,POWER QUALITY ACCESSORIES ACCESSORY; HDPE utility distribution header; ISO 9001 traceable manufacturing record package; operator training material included in handover pack. Supplier cost currency: EUR.,148,TON,,1160.13,EUR,,8
10.3.4,POWER QUALITY ACCESSORIES SERVICE,POWER QUALITY ACCESSORIES SERVICE; aluminum cable ladder and support hardware; IECEx hazardous-area component selection basis; continuous operation duty with remote monitoring. Supplier cost currency: CNY.,153,EA,,8721.2,CNY,,20
11,MEDIUM VOLTAGE EQUIPMENT,MEDIUM VOLTAGE EQUIPMENT; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
11.1,MV SWITCHGEAR PACKAGE,"MV SWITCHGEAR PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
11.1.1,MV SWITCHGEAR PACKAGE ASSEMBLY,MV SWITCHGEAR PACKAGE ASSEMBLY; copper busbar with tinned contact faces; UL 508A industrial control panel construction basis; ambient design range from -10 C to 45 C. Supplier cost currency: USD.,135,KG,,824.4,USD,,5
11.1.2,MV SWITCHGEAR PACKAGE MODULE,MV SWITCHGEAR PACKAGE MODULE; IP66 outdoor electrical enclosure; CE technical file support package; factory acceptance testing included before shipment. Supplier cost currency: EUR.,140,TON,,839.31,EUR,,18
11.1.3,MV SWITCHGEAR PACKAGE ACCESSORY,MV SWITCHGEAR PACKAGE ACCESSORY; duplex stainless pipe spool; ISO 9001 traceable manufacturing record package; site commissioning supervision included. Supplier cost currency: CNY.,145,EA,,6447.3,CNY,,20
11.1.4,MV SWITCHGEAR PACKAGE SERVICE,MV SWITCHGEAR PACKAGE SERVICE; HDPE utility distribution header; IECEx hazardous-area component selection basis; spare terminals reserved for future expansion. Supplier cost currency: GBP.,150,SET,,876.65,GBP,,8
11.2,TRANSFORMER PACKAGE,"TRANSFORMER PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
11.2.1,TRANSFORMER PACKAGE ASSEMBLY,TRANSFORMER PACKAGE ASSEMBLY; IP66 outdoor electrical enclosure; CE technical file support package; site commissioning supervision included. Supplier cost currency: GBP.,142,EA,,806.75,GBP,,6
11.2.2,TRANSFORMER PACKAGE MODULE,TRANSFORMER PACKAGE MODULE; duplex stainless pipe spool; ISO 9001 traceable manufacturing record package; spare terminals reserved for future expansion. Supplier cost currency: JPY.,147,SET,,1560164.1,JPY,,20
11.2.3,TRANSFORMER PACKAGE ACCESSORY,TRANSFORMER PACKAGE ACCESSORY; HDPE utility distribution header; IECEx hazardous-area component selection basis; maintenance access clearances included in layout. Supplier cost currency: AUD.,152,LOT,,1711.75,AUD,,8
11.2.4,TRANSFORMER PACKAGE SERVICE,TRANSFORMER PACKAGE SERVICE; aluminum cable ladder and support hardware; EN 1090 structural fabrication documentation; operator training material included in handover pack. Supplier cost currency: HKD.,157,M,,8633,HKD,,24
11.3,PROTECTION RELAY PACKAGE,"PROTECTION RELAY PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
11.3.1,PROTECTION RELAY PACKAGE ASSEMBLY,PROTECTION RELAY PACKAGE ASSEMBLY; duplex stainless pipe spool; ISO 9001 traceable manufacturing record package; maintenance access clearances included in layout. Supplier cost currency: HKD.,149,LOT,,8255.1,HKD,,7
11.3.2,PROTECTION RELAY PACKAGE MODULE,PROTECTION RELAY PACKAGE MODULE; HDPE utility distribution header; IECEx hazardous-area component selection basis; operator training material included in handover pack. Supplier cost currency: SGD.,154,M,,1628.33,SGD,,8
11.3.3,PROTECTION RELAY PACKAGE ACCESSORY,PROTECTION RELAY PACKAGE ACCESSORY; aluminum cable ladder and support hardware; EN 1090 structural fabrication documentation; continuous operation duty with remote monitoring. Supplier cost currency: KRW.,159,M2,,16979638.8,KRW,,24
11.3.4,PROTECTION RELAY PACKAGE SERVICE,PROTECTION RELAY PACKAGE SERVICE; PTFE-lined valve trim; API-style inspection and test plan documentation; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: USD.,164,M3,,1234,USD,,10
12,LOW VOLTAGE DISTRIBUTION,LOW VOLTAGE DISTRIBUTION; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
12.1,MCC LINEUP PACKAGE,"MCC LINEUP PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
12.1.1,MCC LINEUP PACKAGE ASSEMBLY,MCC LINEUP PACKAGE ASSEMBLY; IP66 outdoor electrical enclosure; ISO 9001 traceable manufacturing record package; factory acceptance testing included before shipment. Supplier cost currency: SGD.,146,M,,1170.67,SGD,,6
12.1.2,MCC LINEUP PACKAGE MODULE,MCC LINEUP PACKAGE MODULE; duplex stainless pipe spool; IECEx hazardous-area component selection basis; site commissioning supervision included. Supplier cost currency: KRW.,151,M2,,12470104.1,KRW,,24
12.1.3,MCC LINEUP PACKAGE ACCESSORY,MCC LINEUP PACKAGE ACCESSORY; HDPE utility distribution header; EN 1090 structural fabrication documentation; spare terminals reserved for future expansion. Supplier cost currency: USD.,156,M3,,1044.45,USD,,8
12.1.4,MCC LINEUP PACKAGE SERVICE,MCC LINEUP PACKAGE SERVICE; aluminum cable ladder and support hardware; API-style inspection and test plan documentation; maintenance access clearances included in layout. Supplier cost currency: EUR.,161,HR,,1045.92,EUR,,11
12.2,DISTRIBUTION PANELBOARDS,"DISTRIBUTION PANELBOARDS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
12.2.1,DISTRIBUTION PANELBOARDS ASSEMBLY,DISTRIBUTION PANELBOARDS ASSEMBLY; duplex stainless pipe spool; IECEx hazardous-area component selection basis; spare terminals reserved for future expansion. Supplier cost currency: EUR.,153,M3,,970.74,EUR,,7
12.2.2,DISTRIBUTION PANELBOARDS MODULE,DISTRIBUTION PANELBOARDS MODULE; HDPE utility distribution header; EN 1090 structural fabrication documentation; maintenance access clearances included in layout. Supplier cost currency: CNY.,158,HR,,7357.45,CNY,,8
12.2.3,DISTRIBUTION PANELBOARDS ACCESSORY,DISTRIBUTION PANELBOARDS ACCESSORY; aluminum cable ladder and support hardware; API-style inspection and test plan documentation; operator training material included in handover pack. Supplier cost currency: GBP.,163,DAY,,993.2,GBP,,11
12.2.4,DISTRIBUTION PANELBOARDS SERVICE,DISTRIBUTION PANELBOARDS SERVICE; PTFE-lined valve trim; ISO 22734 hydrogen generator design basis; continuous operation duty with remote monitoring. Supplier cost currency: JPY.,168,KG,,1832220,JPY,,12
12.3,FIELD ISOLATOR STATIONS,"FIELD ISOLATOR STATIONS covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
12.3.1,FIELD ISOLATOR STATIONS ASSEMBLY,FIELD ISOLATOR STATIONS ASSEMBLY; HDPE utility distribution header; EN 1090 structural fabrication documentation; operator training material included in handover pack. Supplier cost currency: JPY.,160,DAY,,1761061.45,JPY,,8
12.3.2,FIELD ISOLATOR STATIONS MODULE,FIELD ISOLATOR STATIONS MODULE; aluminum cable ladder and support hardware; API-style inspection and test plan documentation; continuous operation duty with remote monitoring. Supplier cost currency: AUD.,165,KG,,1921.3,AUD,,11
12.3.3,FIELD ISOLATOR STATIONS ACCESSORY,FIELD ISOLATOR STATIONS ACCESSORY; PTFE-lined valve trim; ISO 22734 hydrogen generator design basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: HKD.,170,TON,,9461.4,HKD,,12
12.3.4,FIELD ISOLATOR STATIONS SERVICE,FIELD ISOLATOR STATIONS SERVICE; industrial Ethernet-ready control module; ASME B31.3 process piping fabrication basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: SGD.,175,EA,,1752.71,SGD,,14
13,CONTROL SYSTEM HARDWARE,CONTROL SYSTEM HARDWARE; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
13.1,PLC AND REMOTE I/O,"PLC AND REMOTE I/O covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
13.1.1,PLC AND REMOTE I/O ASSEMBLY,PLC AND REMOTE I/O ASSEMBLY; duplex stainless pipe spool; EN 1090 structural fabrication documentation; site commissioning supervision included. Supplier cost currency: AUD.,157,KG,,1404.55,AUD,,7
13.1.2,PLC AND REMOTE I/O MODULE,PLC AND REMOTE I/O MODULE; HDPE utility distribution header; API-style inspection and test plan documentation; spare terminals reserved for future expansion. Supplier cost currency: HKD.,162,TON,,7157.05,HKD,,8
13.1.3,PLC AND REMOTE I/O ACCESSORY,PLC AND REMOTE I/O ACCESSORY; aluminum cable ladder and support hardware; ISO 22734 hydrogen generator design basis; maintenance access clearances included in layout. Supplier cost currency: SGD.,167,EA,,1451.2,SGD,,14
13.1.4,PLC AND REMOTE I/O SERVICE,PLC AND REMOTE I/O SERVICE; PTFE-lined valve trim; ASME B31.3 process piping fabrication basis; operator training material included in handover pack. Supplier cost currency: KRW.,172,SET,,14906000,KRW,,15
13.2,CONTROL ROOM HARDWARE,"CONTROL ROOM HARDWARE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
13.2.1,CONTROL ROOM HARDWARE ASSEMBLY,CONTROL ROOM HARDWARE ASSEMBLY; HDPE utility distribution header; API-style inspection and test plan documentation; maintenance access clearances included in layout. Supplier cost currency: KRW.,164,EA,,14268121.45,KRW,,8
13.2.2,CONTROL ROOM HARDWARE MODULE,CONTROL ROOM HARDWARE MODULE; aluminum cable ladder and support hardware; ISO 22734 hydrogen generator design basis; operator training material included in handover pack. Supplier cost currency: USD.,169,SET,,1185.8,USD,,14
13.2.3,CONTROL ROOM HARDWARE ACCESSORY,CONTROL ROOM HARDWARE ACCESSORY; PTFE-lined valve trim; ASME B31.3 process piping fabrication basis; continuous operation duty with remote monitoring. Supplier cost currency: EUR.,174,LOT,,1021.2,EUR,,15
13.2.4,CONTROL ROOM HARDWARE SERVICE,CONTROL ROOM HARDWARE SERVICE; industrial Ethernet-ready control module; IEC 60204 machine electrical safety basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: CNY.,179,M,,8462.95,CNY,,16
13.3,NETWORK CABINET PACKAGE,"NETWORK CABINET PACKAGE covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
13.3.1,NETWORK CABINET PACKAGE ASSEMBLY,NETWORK CABINET PACKAGE ASSEMBLY; aluminum cable ladder and support hardware; ISO 22734 hydrogen generator design basis; continuous operation duty with remote monitoring. Supplier cost currency: CNY.,171,LOT,,8267.6,CNY,,9
13.3.2,NETWORK CABINET PACKAGE MODULE,NETWORK CABINET PACKAGE MODULE; PTFE-lined valve trim; ASME B31.3 process piping fabrication basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: GBP.,176,M,,953.6,GBP,,15
13.3.3,NETWORK CABINET PACKAGE ACCESSORY,NETWORK CABINET PACKAGE ACCESSORY; industrial Ethernet-ready control module; IEC 60204 machine electrical safety basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: JPY.,181,M2,,2033117.35,JPY,,16
13.3.4,NETWORK CABINET PACKAGE SERVICE,NETWORK CABINET PACKAGE SERVICE; 316L stainless steel wetted parts; NFPA 2 hydrogen technologies layout guidance; feed water conductivity target below 1 uS/cm. Supplier cost currency: AUD.,6,M3,,2077.6,AUD,,18
14,CONTROL SYSTEM SOFTWARE,CONTROL SYSTEM SOFTWARE; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
14.1,PLC LOGIC DEVELOPMENT,"PLC LOGIC DEVELOPMENT covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
14.1.1,PLC LOGIC DEVELOPMENT ASSEMBLY,PLC LOGIC DEVELOPMENT ASSEMBLY; HDPE utility distribution header; ISO 22734 hydrogen generator design basis; spare terminals reserved for future expansion. Supplier cost currency: GBP.,168,M,,826.25,GBP,,8
14.1.2,PLC LOGIC DEVELOPMENT MODULE,PLC LOGIC DEVELOPMENT MODULE; aluminum cable ladder and support hardware; ASME B31.3 process piping fabrication basis; maintenance access clearances included in layout. Supplier cost currency: JPY.,173,M2,,1529418.8,JPY,,16
14.1.3,PLC LOGIC DEVELOPMENT ACCESSORY,PLC LOGIC DEVELOPMENT ACCESSORY; PTFE-lined valve trim; IEC 60204 machine electrical safety basis; operator training material included in handover pack. Supplier cost currency: AUD.,178,M3,,1560.85,AUD,,18
14.1.4,PLC LOGIC DEVELOPMENT SERVICE,PLC LOGIC DEVELOPMENT SERVICE; industrial Ethernet-ready control module; NFPA 2 hydrogen technologies layout guidance; continuous operation duty with remote monitoring. Supplier cost currency: HKD.,3,HR,,8363.35,HKD,,20
14.2,HMI SCREEN DEVELOPMENT,"HMI SCREEN DEVELOPMENT covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
14.2.1,HMI SCREEN DEVELOPMENT ASSEMBLY,HMI SCREEN DEVELOPMENT ASSEMBLY; aluminum cable ladder and support hardware; ASME B31.3 process piping fabrication basis; operator training material included in handover pack. Supplier cost currency: HKD.,175,M3,,8141.6,HKD,,9
14.2.2,HMI SCREEN DEVELOPMENT MODULE,HMI SCREEN DEVELOPMENT MODULE; PTFE-lined valve trim; IEC 60204 machine electrical safety basis; continuous operation duty with remote monitoring. Supplier cost currency: SGD.,180,HR,,1481.04,SGD,,18
14.2.3,HMI SCREEN DEVELOPMENT ACCESSORY,HMI SCREEN DEVELOPMENT ACCESSORY; industrial Ethernet-ready control module; NFPA 2 hydrogen technologies layout guidance; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: KRW.,5,DAY,,16704017.35,KRW,,20
14.2.4,HMI SCREEN DEVELOPMENT SERVICE,HMI SCREEN DEVELOPMENT SERVICE; 316L stainless steel wetted parts; UL 508A industrial control panel construction basis; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: USD.,10,KG,,1249.7,USD,,22
14.3,ALARM AND HISTORIAN SETUP,"ALARM AND HISTORIAN SETUP covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
14.3.1,ALARM AND HISTORIAN SETUP ASSEMBLY,ALARM AND HISTORIAN SETUP ASSEMBLY; PTFE-lined valve trim; IEC 60204 machine electrical safety basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: USD.,2,DAY,,1171,USD,,4
14.3.2,ALARM AND HISTORIAN SETUP MODULE,ALARM AND HISTORIAN SETUP MODULE; industrial Ethernet-ready control module; NFPA 2 hydrogen technologies layout guidance; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: EUR.,7,KG,,1152.63,EUR,,20
14.3.3,ALARM AND HISTORIAN SETUP ACCESSORY,ALARM AND HISTORIAN SETUP ACCESSORY; 316L stainless steel wetted parts; UL 508A industrial control panel construction basis; feed water conductivity target below 1 uS/cm. Supplier cost currency: CNY.,12,TON,,9373.1,CNY,,22
14.3.4,ALARM AND HISTORIAN SETUP SERVICE,ALARM AND HISTORIAN SETUP SERVICE; powder-coated carbon steel frame; CE technical file support package; ambient design range from -10 C to 45 C. Supplier cost currency: GBP.,17,EA,,1140.05,GBP,,24
15,INSTRUMENTATION PACKAGE,INSTRUMENTATION PACKAGE; fabricated quotation section for a large green hydrogen industrial complex with mixed imported and local supply scopes.,1,LOT,,,,,
15.1,PRESSURE INSTRUMENTATION,"PRESSURE INSTRUMENTATION covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
15.1.1,PRESSURE INSTRUMENTATION ASSEMBLY,PRESSURE INSTRUMENTATION ASSEMBLY; aluminum cable ladder and support hardware; IEC 60204 machine electrical safety basis; maintenance access clearances included in layout. Supplier cost currency: EUR.,179,KG,,987.96,EUR,,9
15.1.2,PRESSURE INSTRUMENTATION MODULE,PRESSURE INSTRUMENTATION MODULE; PTFE-lined valve trim; NFPA 2 hydrogen technologies layout guidance; operator training material included in handover pack. Supplier cost currency: CNY.,4,TON,,7099.2,CNY,,22
15.1.3,PRESSURE INSTRUMENTATION ACCESSORY,PRESSURE INSTRUMENTATION ACCESSORY; industrial Ethernet-ready control module; UL 508A industrial control panel construction basis; continuous operation duty with remote monitoring. Supplier cost currency: GBP.,9,EA,,856.55,GBP,,24
15.1.4,PRESSURE INSTRUMENTATION SERVICE,PRESSURE INSTRUMENTATION SERVICE; 316L stainless steel wetted parts; CE technical file support package; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: JPY.,14,SET,,1801474.7,JPY,,10
15.2,FLOW INSTRUMENTATION,"FLOW INSTRUMENTATION covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
15.2.1,FLOW INSTRUMENTATION ASSEMBLY,FLOW INSTRUMENTATION ASSEMBLY; PTFE-lined valve trim; NFPA 2 hydrogen technologies layout guidance; continuous operation duty with remote monitoring. Supplier cost currency: JPY.,6,EA,,1730160,JPY,,4
15.2.2,FLOW INSTRUMENTATION MODULE,FLOW INSTRUMENTATION MODULE; industrial Ethernet-ready control module; UL 508A industrial control panel construction basis; turn-down operation from 20 percent to 100 percent load. Supplier cost currency: AUD.,11,SET,,1770.4,AUD,,24
15.2.3,FLOW INSTRUMENTATION ACCESSORY,FLOW INSTRUMENTATION ACCESSORY; 316L stainless steel wetted parts; CE technical file support package; hydrogen product pressure allowance up to 30 barg. Supplier cost currency: HKD.,16,LOT,,9347.9,HKD,,10
15.2.4,FLOW INSTRUMENTATION SERVICE,FLOW INSTRUMENTATION SERVICE; powder-coated carbon steel frame; ISO 9001 traceable manufacturing record package; feed water conductivity target below 1 uS/cm. Supplier cost currency: SGD.,21,M,,1761.57,SGD,,11
15.3,ANALYTICAL INSTRUMENTATION,"ANALYTICAL INSTRUMENTATION covering engineering, procurement, fabrication, inspection, and handover support for the related plant scope.",1,LOT,,,,,
